depression_probability,anxiety_probability
0.656175,0.658762
0.338508,0.38701
0.526027,0.541225
0.493377,0.569852
0.486355,0.405538
0.402226,0.480609
0.528097,0.562585
0.49321,0.56609
0.344323,0.433873
0.37965,0.467994
0.384587,0.397701
0.5599,0.598406
0.420248,0.474477
0.564241,0.574193
0.520082,0.537538
0.513222,0.600992
0.395652,0.450533
0.529077,0.545943
0.769225,0.699124
0.577176,0.666095
0.660676,0.726207
0.539572,0.680358
0.478623,0.491721
0.609418,0.691505
0.482084,0.580796
0.5132,0.503197
0.482732,0.538349
0.275853,0.301988
0.316123,0.444338
0.529081,0.56397
0.484191,0.603095
0.55113,0.547857
0.57838,0.631667
0.617399,0.633039
0.285399,0.418943
0.424375,0.440159
0.363041,0.425448
0.615208,0.598235
0.540827,0.541213
0.221683,0.330847
0.463232,0.535637
0.333336,0.469765
0.512661,0.441173
0.406263,0.43519
0.543922,0.593117
0.598308,0.634891
0.353392,0.482812
0.517801,0.574485
0.231402,0.296356
0.537681,0.557645
0.483558,0.573087
0.547385,0.665625
0.466634,0.551528
0.65992,0.772609
0.52865,0.512724
0.254741,0.311999
0.555927,0.539766
0.348672,0.426025
0.660163,0.587786
0.565668,0.559003
0.452112,0.399057
0.352262,0.511287
0.635942,0.700651
0.627119,0.585355
0.32844,0.330036
0.391216,0.512516
0.430676,0.4345
0.582344,0.595599
0.368376,0.460586
0.474119,0.497739
0.373443,0.447148
0.391043,0.400578
0.423995,0.528299
0.607405,0.695295
0.555028,0.501601
0.536278,0.649279
0.588262,0.75918
0.542883,0.577212
0.44405,0.457571
0.694285,0.768596
0.403556,0.523464
0.733513,0.773403
0.622533,0.785193
0.371172,0.438577
0.382674,0.425744
0.616761,0.686308
0.465334,0.592867
0.399432,0.519341
0.433261,0.356625
0.678373,0.668583
0.454828,0.532317
0.173439,0.226545
0.530376,0.592795
0.527967,0.567451
0.402061,0.348035
0.631542,0.684418
0.577519,0.5049
0.459774,0.481657
0.504364,0.502517
0.563728,0.698512
0.388105,0.444294
0.220931,0.28669
0.513926,0.516746
0.280189,0.422941
0.532452,0.638919
0.767713,0.844721
0.386905,0.321848
0.420751,0.448181
0.447755,0.616304
0.332958,0.391034
0.481406,0.540905
0.414452,0.479842
0.357457,0.506279
0.38596,0.415699
0.388093,0.467709
0.413999,0.518161
0.445956,0.349658
0.393034,0.465861
0.617355,0.582125
0.506321,0.533606
0.334611,0.549478
0.562542,0.642689
0.58686,0.591214
0.360628,0.354535
0.309744,0.442416
0.361199,0.377539
0.607673,0.731996
0.572394,0.6394
0.560732,0.535931
0.660614,0.755735
0.367669,0.415339
0.511496,0.570289
0.513055,0.534308
0.482087,0.636373
0.446614,0.60089
0.227582,0.332732
0.483056,0.618297
0.355106,0.428787
0.468584,0.364379
0.424445,0.644584
0.581156,0.646862
0.746014,0.749234
0.412355,0.449175
0.42279,0.454564
0.515505,0.564523
0.409774,0.47292
0.488339,0.674572
0.650638,0.632252
0.555097,0.594762
0.482656,0.597314
0.26532,0.397201
0.510907,0.559483
0.588174,0.638143
0.496219,0.642905
0.521333,0.552504
0.43004,0.560216
0.394241,0.402469
0.27269,0.323479
0.596728,0.718957
0.395522,0.549404
0.62441,0.608446
0.487083,0.542032
0.343495,0.454977
0.372666,0.460195
0.556554,0.639913
0.525363,0.566604
0.44889,0.436243
0.467548,0.593165
0.395976,0.550242
0.401301,0.50074
0.433383,0.498207
0.408913,0.582546
0.198322,0.252021
0.396739,0.421325
0.347493,0.456437
0.331618,0.378096
0.505273,0.564525
0.299748,0.370933
0.372902,0.473442
0.316982,0.311335
0.398979,0.432337
0.344145,0.28773
0.562459,0.731537
0.539382,0.605318
0.636664,0.68829
0.38274,0.459499
0.494086,0.495867
0.511204,0.535604
0.676098,0.651852
0.415356,0.49709
0.499346,0.559628
0.080953,0.146536
0.372944,0.544081
0.436471,0.668583
0.676639,0.697353
0.528619,0.562566
0.406305,0.535002
0.455406,0.500739
0.685608,0.626236
0.544754,0.572789
0.373677,0.482436
0.448643,0.432201
0.332005,0.368129
0.335705,0.384129
0.551117,0.592827
0.538492,0.629666
0.770357,0.829928
0.395049,0.418068
0.604911,0.765605
0.619309,0.650277
0.417121,0.477376
0.416591,0.505788
0.674674,0.668167
0.209408,0.42195
0.472576,0.746392
0.469447,0.518789
0.459352,0.546584
0.806169,0.811836
0.326116,0.394751
0.535714,0.599652
0.628704,0.676108
0.54493,0.617372
0.61554,0.637588
0.518181,0.577989
0.609977,0.814163
0.482548,0.65583
0.673299,0.672137
0.388839,0.462124
0.361991,0.339473
0.35207,0.406609
0.297446,0.333648
0.514962,0.59858
0.486247,0.621841
0.347214,0.306145
0.716651,0.775243
0.361232,0.378374
0.434083,0.538754
0.526112,0.623805
0.529362,0.64962
0.386359,0.499261
0.726944,0.71129
0.678881,0.700683
0.754184,0.703437
0.349139,0.418904
0.509702,0.625622
0.648735,0.83577
0.61829,0.553851
0.484489,0.504647
0.556944,0.679174
0.408417,0.459238
0.217544,0.258433
0.478603,0.575152
0.34708,0.373296
0.264452,0.29311
0.593586,0.686399
0.37497,0.56481
0.279839,0.316318
0.512195,0.529847
0.728059,0.732844
0.494553,0.570387
0.470538,0.617535
0.457603,0.504852
0.395131,0.581373
0.608903,0.591304
0.415128,0.565662
0.420111,0.415538
0.830082,0.843465
0.32112,0.305219
0.326934,0.394149
0.485024,0.522174
0.595131,0.583179
0.375605,0.481072
0.453456,0.528745
0.604218,0.672172
0.422789,0.494568
0.458067,0.492341
0.573741,0.569577
0.507511,0.438113
0.307902,0.431174
0.518907,0.583729
0.386178,0.483174
0.416135,0.56351
0.58484,0.696887
0.317916,0.29163
0.473571,0.411334
0.570022,0.549605
0.38963,0.467446
0.28549,0.305164
0.29686,0.485869
0.350718,0.326052
0.406054,0.460192
0.73227,0.706823
0.610724,0.607131
0.635085,0.626311
0.42725,0.45962
0.356815,0.434371
0.545481,0.557982
0.381704,0.431382
0.494025,0.497419
0.698364,0.758332
0.448707,0.473738
0.430867,0.534311
0.661188,0.684755
0.330468,0.36954
0.389872,0.502067
0.447127,0.637466
0.314934,0.347894
0.597806,0.652005
0.478905,0.475912
0.432628,0.506207
0.50374,0.512295
0.532938,0.603216
0.428743,0.377667
0.384678,0.394214
0.326199,0.383623
0.622037,0.717748
0.237106,0.362126
0.513699,0.639403
0.358157,0.450998
0.656823,0.836343
0.561241,0.622775
0.455631,0.56523
0.496847,0.538466
0.488816,0.508653
0.544657,0.512903
0.499275,0.542044
0.375066,0.430649
0.520121,0.609277
0.633942,0.59802
0.387288,0.317776
0.505028,0.559922
0.503503,0.65438
0.489354,0.569071
0.351414,0.449584
0.560228,0.717495
0.590735,0.659655
0.405881,0.547052
0.643841,0.632792
0.436837,0.396125
0.432248,0.395566
0.298256,0.392989
0.357647,0.445234
0.432207,0.432193
0.436706,0.486447
0.671991,0.807769
0.36912,0.408818
0.362503,0.460122
0.401234,0.410316
0.488429,0.539148
0.483398,0.505648
0.608429,0.685946
0.390919,0.454788
0.34499,0.419656
0.611603,0.659042
0.685676,0.852871
0.397124,0.519586
0.543771,0.690262
0.491559,0.513757
0.417371,0.405307
0.696159,0.69123
0.396104,0.445027
0.295713,0.419666
0.317913,0.388312
0.429654,0.428426
0.402628,0.452192
0.48119,0.479902
0.505751,0.531114
0.223469,0.292392
0.244531,0.27493
0.458772,0.498444
0.35811,0.578305
0.672605,0.71681
0.688402,0.664406
0.619841,0.701431
0.450154,0.429776
0.555088,0.649413
0.605193,0.615417
0.462326,0.602627
0.301283,0.428793
0.495369,0.559834
0.381835,0.477907
0.582674,0.672081
0.388723,0.461113
0.530714,0.674754
0.394349,0.538214
0.442094,0.501546
0.487144,0.563163
0.571261,0.66146
0.67741,0.626639
0.41069,0.492707
0.685852,0.768965
0.520061,0.572706
0.353334,0.483894
0.336378,0.395829
0.494489,0.651186
0.336807,0.488716
0.438887,0.539524
0.574166,0.599482
0.473647,0.536486
0.157685,0.205568
0.310459,0.359054
0.520953,0.656315
0.599784,0.648593
0.606891,0.566479
0.420779,0.423355
0.668512,0.602346
0.528452,0.492503
0.48443,0.590969
0.587864,0.710777
0.720954,0.839288
0.378817,0.457147
0.369423,0.443716
0.385838,0.540234
0.742166,0.80391
0.512482,0.633359
0.420752,0.482415
0.527559,0.537967
0.497038,0.466906
0.378499,0.34412
0.474212,0.56814
0.341312,0.418068
0.668877,0.765324
0.481773,0.473168
0.627853,0.664888
0.484966,0.638919
0.485439,0.510936
0.289837,0.382638
0.496634,0.460792
0.524713,0.612439
0.309645,0.382258
0.436592,0.571352
0.515614,0.542423
0.348113,0.47992
0.568887,0.527132
0.220054,0.292711
0.538997,0.468143
0.471536,0.495984
0.551072,0.659377
0.568039,0.687077
0.575781,0.635272
0.371651,0.414069
0.336725,0.302377
0.621231,0.740921
0.369374,0.346374
0.55373,0.690624
0.442844,0.462232
0.675824,0.638899
0.306362,0.432889
0.374311,0.447947
0.343833,0.377586
0.558238,0.648033
0.528591,0.560428
0.520291,0.587929
0.454958,0.559901
0.460916,0.570398
0.516172,0.47952
0.295605,0.375543
0.490255,0.56272
0.225593,0.270158
0.238274,0.318608
0.497981,0.648167
0.449229,0.555714
0.299072,0.399211
0.644339,0.694383
0.385336,0.638803
0.406726,0.555549
0.384749,0.492131
0.561081,0.591745
0.299949,0.30784
0.454079,0.508765
0.483928,0.523487
0.451182,0.485244
0.475661,0.4566
0.39367,0.343833
0.486619,0.576436
0.42424,0.393115
0.435086,0.535351
0.435675,0.502724
0.424543,0.60113
0.434153,0.481986
0.424263,0.486538
0.423451,0.465168
0.385954,0.453661
0.415151,0.481942
0.577466,0.657819
0.676753,0.740258
0.37962,0.441299
0.501099,0.401732
0.682193,0.698298
0.469117,0.572835
0.609018,0.543075
0.51686,0.667566
0.404486,0.414419
0.33309,0.383166
0.665247,0.623895
0.519084,0.543834
0.390198,0.320873
0.568081,0.540303
0.49101,0.579788
0.396911,0.54961
0.48537,0.486562
0.413611,0.469022
0.341755,0.447353
0.430088,0.475837
0.459105,0.528323
0.349796,0.447587
0.503187,0.471429
0.506091,0.469111
0.401705,0.508017
0.45274,0.487071
0.482218,0.556113
0.345601,0.522238
0.532369,0.551967
0.465195,0.45507
0.416067,0.371931
0.406177,0.505879
0.596657,0.505718
0.36196,0.380396
0.661918,0.582044
0.59154,0.693619
0.747344,0.809628
0.468026,0.553204
0.467932,0.511164
0.374597,0.411708
0.4377,0.400425
0.36781,0.363106
0.570067,0.635602
0.398625,0.436144
0.228721,0.200513
0.501504,0.486629
0.536713,0.540013
0.498282,0.541074
0.42009,0.373175
0.72253,0.761696
0.40727,0.524161
0.460778,0.572486
0.35789,0.411414
0.492563,0.50552
0.326081,0.285884
0.461058,0.50878
0.550212,0.551766
0.329949,0.378421
0.631577,0.627688
0.333246,0.385176
0.422145,0.491692
0.584917,0.552945
0.555776,0.596864
0.375152,0.493061
0.571435,0.512109
0.562818,0.462181
0.610524,0.611374
0.54197,0.604462
0.400495,0.504287
0.367514,0.447021
0.431024,0.496319
0.548161,0.666262
0.486197,0.570171
0.58605,0.683055
0.521286,0.569666
0.546661,0.483877
0.660882,0.685317
0.410412,0.487758
0.531843,0.574224
0.502735,0.561262
0.48928,0.485903
0.670077,0.707258
0.509483,0.528207
0.434251,0.422521
0.562552,0.696521
0.548461,0.483217
0.454911,0.52123
0.393833,0.369602
0.532706,0.657621
0.762317,0.769655
0.518179,0.594472
0.528321,0.624278
0.407652,0.375074
0.486131,0.491187
0.513199,0.558663
0.397381,0.586117
0.292257,0.421078
0.600303,0.764214
0.304139,0.368448
0.257032,0.408696
0.364183,0.436543
0.348312,0.474989
0.433855,0.598317
0.6333,0.714438
0.418786,0.497978
0.369438,0.327928
0.304004,0.431974
0.343282,0.428222
0.402951,0.45055
0.391562,0.469263
0.159938,0.320616
0.723543,0.829884
0.456271,0.49059
0.586522,0.625527
0.261646,0.381891
0.422416,0.407271
0.39091,0.418501
0.513914,0.628388
0.499952,0.609298
0.663448,0.766261
0.555902,0.556692
0.328565,0.504364
0.510582,0.486459
0.296713,0.346053
0.632943,0.631472
0.598943,0.578137
0.404184,0.37189
0.524653,0.602016
0.357277,0.394517
0.453309,0.426852
0.152683,0.110829
0.364986,0.374427
0.494354,0.575346
0.288577,0.513645
0.840367,0.782996
0.367979,0.421618
0.425119,0.44988
0.444423,0.59042
0.253757,0.38758
0.483173,0.515477
0.390607,0.433417
0.635491,0.609209
0.475242,0.469136
0.336037,0.366888
0.501525,0.587615
0.495311,0.47484
0.360411,0.41498
0.280644,0.378329
0.497002,0.530019
0.620562,0.763251
0.393469,0.489319
0.479301,0.434549
0.464654,0.476975
0.332303,0.449826
0.357709,0.412873
0.455967,0.475984
0.513531,0.687808
0.453926,0.459897
0.401648,0.423508
0.476872,0.545194
0.390063,0.415542
0.312374,0.376807
0.393789,0.48163
0.471437,0.504266
0.292538,0.50223
0.599077,0.679764
0.429038,0.455122
0.47168,0.522429
0.38355,0.472594
0.280836,0.279706
0.383418,0.505094
0.381499,0.537643
0.591637,0.615683
0.403082,0.430775
0.428669,0.53695
0.357627,0.546096
0.476917,0.687262
0.400611,0.35603
0.392064,0.410502
0.616033,0.692704
0.441507,0.480624
0.62264,0.755814
0.514857,0.603106
0.364556,0.451583
0.405104,0.472001
0.361141,0.465732
0.340859,0.453592
0.623809,0.755962
0.415281,0.45625
0.613681,0.655347
0.382004,0.41119
0.392224,0.379134
0.528804,0.64695
0.342302,0.385929
0.477814,0.403018
0.381063,0.50591
0.652939,0.824457
0.400621,0.486093
0.499455,0.616325
0.607519,0.635149
0.312278,0.428701
0.370368,0.352242
0.672077,0.695859
0.640615,0.702911
0.622118,0.651732
0.416242,0.357399
0.241904,0.394651
0.523499,0.611596
0.534258,0.563836
0.563803,0.576624
0.618603,0.653794
0.385435,0.477161
0.267985,0.430596
0.299688,0.469858
0.620786,0.632377
0.526296,0.562987
0.556017,0.722509
0.428875,0.49119
0.589243,0.675512
0.594595,0.688652
0.343711,0.46151
0.577588,0.654108
0.318881,0.329454
0.664141,0.682062
0.650337,0.615246
0.41368,0.382215
0.394805,0.396452
0.39596,0.425585
0.482129,0.625156
0.242504,0.340095
0.645011,0.684174
0.234471,0.457254
0.344469,0.475155
0.4671,0.476738
0.446008,0.658696
0.398607,0.439116
0.403326,0.369053
0.644709,0.597207
0.205539,0.291312
0.551377,0.573866
0.531098,0.652808
0.344877,0.531295
0.268018,0.430568
0.369238,0.363351
0.390467,0.380999
0.509451,0.605753
0.331098,0.368874
0.443028,0.546739
0.719487,0.722553
0.648866,0.607616
0.627712,0.646913
0.44574,0.599009
0.260442,0.359846
0.487712,0.642492
0.338317,0.498301
0.509245,0.550459
0.655153,0.722426
0.349427,0.379763
0.497312,0.563901
0.389414,0.5494
0.419219,0.458554
0.340438,0.44071
0.443593,0.41394
0.493151,0.46599
0.380191,0.326715
0.540947,0.443171
0.589312,0.56734
0.58546,0.641805
0.477649,0.553728
0.569786,0.535369
0.29109,0.226637
0.756668,0.93558
0.459008,0.417616
0.577757,0.502517
0.194359,0.210359
0.66398,0.674347
0.491968,0.523463
0.208828,0.199559
0.543333,0.579954
0.469,0.517955
0.465791,0.457358
0.231797,0.312549
0.521708,0.492757
0.544157,0.491161
0.631491,0.696153
0.649941,0.667691
0.54795,0.572947
0.313092,0.393613
0.470212,0.538935
0.440672,0.486923
0.529958,0.558721
0.317027,0.351733
0.569267,0.634202
0.706268,0.782472
0.384874,0.448883
0.364689,0.351849
0.42019,0.486277
0.332241,0.399793
0.360529,0.442489
0.658194,0.75163
0.685725,0.71272
0.351228,0.436091
0.710579,0.658919
0.418971,0.489173
0.590477,0.687113
0.665847,0.733985
0.291831,0.383486
0.336171,0.377859
0.592349,0.709225
0.651217,0.60329
0.490193,0.512562
0.560136,0.625545
0.306197,0.374257
0.569652,0.552336
0.525822,0.506053
0.395325,0.523469
0.52164,0.594188
0.356254,0.420085
0.465291,0.598555
0.626992,0.683962
0.57691,0.484451
0.309063,0.358479
0.832614,0.923522
0.452664,0.487422
0.203434,0.243256
0.576588,0.645703
0.409552,0.404265
0.328852,0.514356
0.395539,0.536231
0.39281,0.485622
0.479402,0.634068
0.49163,0.513292
0.248749,0.327417
0.590918,0.537591
0.477237,0.546431
0.194415,0.220112
0.159067,0.271633
0.659588,0.71348
0.80235,0.788579
0.533192,0.606093
0.465053,0.445062
0.4997,0.656336
0.466818,0.502438
0.443864,0.386323
0.436726,0.485586
0.510811,0.619852
0.555952,0.500117
0.58642,0.666935
0.768248,0.799367
0.328542,0.365427
0.656526,0.700399
0.258007,0.273837
0.419962,0.42959
0.497177,0.605069
0.282575,0.404677
0.364885,0.320784
0.370684,0.563739
0.508514,0.647083
0.536041,0.660779
0.578965,0.669658
0.351586,0.421127
0.303122,0.331269
0.472012,0.563491
0.648522,0.762249
0.499177,0.558699
0.387701,0.411659
0.507894,0.61256
0.64127,0.653754
0.493948,0.542113
0.471306,0.602879
0.470339,0.519621
0.36007,0.472205
0.458386,0.503196
0.525444,0.701846
0.552164,0.557944
0.425993,0.630316
0.596965,0.644798
0.403281,0.45835
0.631077,0.726501
0.554203,0.560501
0.627852,0.640426
0.389329,0.398256
0.393347,0.527642
0.521627,0.565668
0.450073,0.45019
0.515768,0.5097
0.401699,0.495185
0.500209,0.500174
0.672095,0.653675
0.688547,0.83309
0.478788,0.528254
0.33975,0.338111
0.428845,0.578511
0.675233,0.725456
0.486922,0.521395
0.568123,0.583722
0.29681,0.450802
0.469307,0.436622
0.571321,0.670141
0.583038,0.648427
0.543791,0.43343
0.457997,0.476653
0.528515,0.535092
0.277018,0.355702
0.410893,0.450966
0.680383,0.684077
0.427179,0.609559
0.418163,0.449169
0.224231,0.263947
0.559356,0.595614
0.358812,0.503264
0.476234,0.536311
0.216124,0.227806
0.532612,0.641711
0.538786,0.508965
0.623502,0.794757
0.671543,0.750649
0.569637,0.715716
0.454957,0.456466
0.527029,0.594665
0.47739,0.539276
0.510779,0.566866
0.321606,0.374075
0.674557,0.793251
0.576114,0.633488
0.656313,0.723257
0.350496,0.44747
0.443847,0.385813
0.609874,0.766218
0.681113,0.841107
0.884941,0.890957
0.411923,0.43617
0.268019,0.361493
0.397332,0.492294
0.469038,0.538879
0.594235,0.585723
0.491836,0.472992
0.322333,0.325493
0.512824,0.620071
0.420748,0.390974
0.683668,0.707096
0.336645,0.363488
0.549241,0.647614
0.529386,0.592836
0.557194,0.679257
0.520503,0.604345
0.413596,0.447864
0.154494,0.183524
0.650697,0.649413
0.503179,0.61039
0.424136,0.397651
0.359421,0.364363
0.509918,0.590787
0.605744,0.595426
0.606256,0.707449
0.466262,0.504412
0.525502,0.532364
0.488863,0.619054
0.340482,0.40785
0.651806,0.586112
0.664144,0.721881
0.677918,0.801877
0.595963,0.642963
0.580029,0.683634
0.415556,0.537179
0.293655,0.344269
0.609788,0.752936
0.467181,0.638394
0.520192,0.705733
0.596246,0.596302
0.394978,0.553257
0.434856,0.502789
0.437529,0.392732
0.517284,0.503503
0.587814,0.592635
0.370486,0.37628
0.40793,0.589208
0.355945,0.486772
0.467643,0.491587
0.217061,0.301261
0.400687,0.406644
0.461851,0.445146
0.318458,0.361068
0.184169,0.238699
0.487153,0.594407
0.440716,0.470798
0.452611,0.49546
0.331261,0.350302
0.551143,0.647793
0.791582,0.881471
0.303402,0.299446
0.603689,0.756145
0.50607,0.660392
0.313479,0.328823
0.443419,0.478336
0.360159,0.415828
0.39178,0.453191
0.367715,0.479417
0.488717,0.536787
0.575098,0.691274
0.547683,0.61426
0.506931,0.664198
0.434614,0.531308
0.467637,0.517132
0.510438,0.611628
0.668667,0.720395
0.468201,0.57392
0.139722,0.167313
0.582504,0.7006
0.468567,0.547352
0.428001,0.467515
0.388363,0.449811
0.646514,0.734674
0.411472,0.579195
0.544585,0.71039
0.450791,0.535496
0.48277,0.608961
0.641044,0.694649
0.411906,0.463041
0.509763,0.53553
0.473895,0.50607
0.572091,0.603943
0.604305,0.560726
0.385279,0.435268
0.463686,0.631892
0.834157,0.897203
0.629805,0.65653
0.499508,0.522648
0.738051,0.744378
0.432157,0.553258
0.469714,0.535192
0.551997,0.629348
0.62656,0.753513
0.26881,0.363146
0.623509,0.667961
0.478444,0.504178
0.240214,0.339803
0.351092,0.471995
0.439943,0.453612
0.263927,0.343485
0.242237,0.304166
0.457498,0.540958
0.563086,0.631173
0.455722,0.420273
0.527621,0.551106
0.401569,0.424771
0.313609,0.471436
0.383464,0.458175
0.420611,0.447762
0.329635,0.301768
0.761435,0.792752
0.513661,0.654689
0.579209,0.527868
0.341413,0.299589
0.337178,0.349049
0.367839,0.42494
0.413295,0.439448
0.582135,0.700399
0.543961,0.610521
0.241392,0.311256
0.628645,0.595329
0.581331,0.644668
0.509325,0.631408
0.51734,0.613563
0.495826,0.457538
0.487232,0.542921
0.4997,0.523319
0.474577,0.4501
0.49784,0.617286
0.302,0.432512
0.433991,0.541573
0.236977,0.347724
0.209528,0.283495
0.186505,0.280545
0.483117,0.430404
0.482193,0.550627
0.351706,0.38256
0.668095,0.712287
0.322966,0.377292
0.629141,0.744597
0.545365,0.7097
0.520302,0.637361
0.758782,0.865564
0.388247,0.463683
0.575418,0.727253
0.602325,0.674034
0.589609,0.595608
0.309585,0.308363
0.187182,0.251035
0.638786,0.6925
0.382159,0.507845
0.582263,0.546328
0.507921,0.538918
0.398857,0.519008
0.413183,0.495215
0.41693,0.382501
0.571563,0.561946
0.741401,0.80644
0.494375,0.57722
0.252034,0.249375
0.403994,0.524626
0.687328,0.818521
0.527438,0.666193
0.507243,0.560453
0.693649,0.722452
0.453187,0.504409
0.66291,0.655598
0.328162,0.381755
0.305766,0.361313
0.36401,0.448776
0.580993,0.567458
0.51325,0.468004
0.075878,0.159097
0.522736,0.643801
0.620402,0.685686
0.542495,0.556204
0.184269,0.227655
0.263843,0.320511
0.382182,0.330159
0.374293,0.544418
0.563073,0.732181
0.639114,0.640604
0.535316,0.555844
0.411989,0.3546
0.432528,0.510863
0.782708,0.728141
0.329381,0.432546
0.541752,0.575331
0.417539,0.533463
0.587819,0.669354
0.505934,0.466409
0.62019,0.656977
0.410661,0.44872
0.35854,0.497404
0.254868,0.358374
0.340605,0.443685
0.286986,0.345737
0.422978,0.353065
0.719149,0.62437
0.376679,0.44276
0.565899,0.623087
0.460029,0.541263
0.416173,0.493722
0.629617,0.727751
0.489931,0.444848
0.377143,0.480578
0.504379,0.57369
0.578947,0.585521
0.417626,0.422594
0.599652,0.674373
0.309666,0.304482
0.717742,0.7162
0.399271,0.454209
0.502269,0.527346
0.414891,0.547498
0.411107,0.384865
0.403637,0.52678
0.622201,0.706414
0.497094,0.485249
0.560315,0.570279
0.458537,0.476467
0.675394,0.693831
0.214992,0.294598
0.580047,0.628253
0.483187,0.531977
0.621419,0.715851
0.404289,0.558619
0.320305,0.407746
0.577844,0.710987
0.60583,0.538674
0.287863,0.296225
0.531411,0.634595
0.630787,0.671502
0.507822,0.597538
0.37235,0.401334
0.637914,0.692297
0.496532,0.619401
0.554926,0.587022
0.590376,0.730747
0.388012,0.446932
0.481296,0.497293
0.274423,0.331573
0.5551,0.617992
0.422757,0.528487
0.356965,0.467148
0.994875,0.962369
0.425188,0.461947
0.561059,0.577405
0.592891,0.65464
0.530157,0.580426
0.706789,0.719471
0.475942,0.512573
0.417987,0.428901
0.171197,0.237311
0.413294,0.432443
0.225756,0.305972
0.417139,0.492924
0.546308,0.566164
0.520775,0.551073
0.485252,0.539213
0.281962,0.379774
0.311269,0.382703
0.559458,0.546866
0.407078,0.412757
0.507091,0.625168
0.336721,0.452414
0.256457,0.261619
0.355735,0.466823
0.525085,0.606503
0.511168,0.553669
0.616777,0.655875
0.349576,0.506367
0.413779,0.394381
0.495175,0.524684
0.381396,0.478588
0.584003,0.631524
0.314092,0.531732
0.256718,0.305063
0.318821,0.376017
0.668048,0.819452
0.337908,0.411289
0.568158,0.649993
0.351964,0.466254
0.488388,0.572107
0.279198,0.368767
0.336311,0.331888
0.451609,0.427614
0.65212,0.685196
0.77357,0.882404
0.622651,0.656554
0.342056,0.449449
0.306776,0.400209
0.553633,0.532604
0.454917,0.529286
0.375639,0.374749
0.729721,0.683825
0.389646,0.429311
0.411022,0.544643
0.558525,0.704557
0.392292,0.474471
0.578887,0.648864
0.394016,0.549831
0.317443,0.43118
0.45608,0.481719
0.547887,0.571143
0.348965,0.425232
0.457342,0.459119
0.390812,0.374244
0.267339,0.361028
0.350193,0.340264
0.567355,0.552441
0.742115,0.814752
0.460081,0.542413
0.47595,0.603628
0.439855,0.548093
0.448437,0.410674
0.33733,0.526411
0.636925,0.827029
0.416498,0.547251
0.558935,0.551747
0.376535,0.424127
0.586705,0.689961
0.509376,0.439903
0.486265,0.60091
0.66825,0.757331
0.407679,0.579088
0.29602,0.425289
0.496536,0.496445
0.456405,0.552972
0.647906,0.768732
0.184805,0.281694
0.304425,0.349973
0.325861,0.398135
0.379126,0.496295
0.577323,0.670961
0.270787,0.307841
0.355403,0.436503
0.287117,0.34628
0.494195,0.433793
0.671069,0.61669
0.520091,0.673976
0.26511,0.391361
0.626407,0.682005
0.261212,0.290635
0.56035,0.515307
0.618081,0.709855
0.308803,0.389629
0.355797,0.479331
0.43937,0.506788
0.737686,0.752413
0.386878,0.45423
0.458613,0.596756
0.35425,0.448896
0.298882,0.304064
0.531573,0.694012
0.516349,0.589444
0.261184,0.30191
0.413751,0.529695
0.331391,0.357855
0.469968,0.391545
0.389977,0.445226
0.426704,0.47382
0.540237,0.620469
0.638313,0.662928
0.600025,0.662931
0.360763,0.382722
0.385225,0.535886
0.735704,0.678916
0.36421,0.464553
0.305004,0.313953
0.480153,0.488838
0.410883,0.34147
0.414312,0.441629
0.378601,0.539903
0.272693,0.361284
0.601415,0.718316
0.452887,0.537705
0.486315,0.514126
0.479031,0.611027
0.33604,0.474829
0.402819,0.520674
0.502195,0.525102
0.560839,0.482854
0.451184,0.506784
0.635574,0.796349
0.425458,0.585622
0.252473,0.301355
0.366889,0.517085
0.289027,0.413932
0.381415,0.392392
0.490964,0.459193
0.432981,0.548335
0.321312,0.434458
0.530179,0.512198
0.50297,0.606407
0.419803,0.434678
0.176413,0.219679
0.485653,0.61626
0.365876,0.467358
0.772045,0.872905
0.280088,0.366719
0.43848,0.456046
0.335395,0.330343
0.463779,0.499152
0.500995,0.647512
0.306488,0.267088
0.489586,0.693069
0.529701,0.646417
0.247414,0.42319
0.642214,0.748569
0.476475,0.507049
0.438805,0.511648
0.456109,0.549292
0.55293,0.586039
0.522402,0.618799
0.514263,0.598157
0.270793,0.457583
0.480087,0.52467
0.380441,0.462041
0.419383,0.430577
0.623018,0.735013
0.394695,0.556409
0.454114,0.584684
0.436024,0.463475
0.428616,0.529648
0.229283,0.300105
0.541399,0.535464
0.394749,0.430533
0.398633,0.453172
0.596812,0.786645
0.39288,0.449489
0.686261,0.764003
0.611357,0.65893
0.631585,0.673748
0.667995,0.692102
0.448426,0.444043
0.40741,0.453811
0.407122,0.510543
0.592193,0.599394
0.424923,0.484902
0.394647,0.414593
0.554572,0.571697
0.579128,0.615072
0.489027,0.431178
0.284667,0.333991
0.642928,0.718771
0.573862,0.631936
0.507427,0.582734
0.452172,0.468161
0.494325,0.541262
0.347732,0.397031
0.429754,0.449703
0.338112,0.557725
0.743839,0.822818
0.668891,0.63755
0.510208,0.638883
0.458468,0.576614
0.542588,0.587873
0.720777,0.765018
0.321971,0.318122
0.598965,0.83416
0.69076,0.816626
0.566822,0.556416
0.642597,0.645894
0.630668,0.71677
0.422937,0.607668
0.620197,0.666079
0.48858,0.570465
0.368966,0.457268
0.536603,0.506173
0.479412,0.577583
0.550951,0.602778
0.347531,0.391594
0.59731,0.549492
